IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
8.219.0.162	2083	2083	TRUE	SIN	Asia Pacific	Singapore	4	10.41
8.219.255.171	8443	8443	TRUE	SIN	Asia Pacific	Singapore	90	10.41
8.219.6.157	2087	2087	TRUE	SIN	Asia Pacific	Singapore	98	10.4
8.222.154.50	2053	2053	TRUE	SIN	Asia Pacific	Singapore	16	10.4
8.222.227.191	2083	2083	TRUE	SIN	Asia Pacific	Singapore	88	10.4
8.222.212.172	2087	2087	TRUE	SIN	Asia Pacific	Singapore	38	10.39
47.74.26.132	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	100	10.38
47.236.144.208	2095	2095	FALSE	SIN	Asia Pacific	Singapore	23	10.38
8.219.134.117	2096	2096	TRUE	SIN	Asia Pacific	Singapore	14	10.38
8.222.221.90	443	443	TRUE	SIN	Asia Pacific	Singapore	127	10.38
47.74.36.154	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	79	10.38
8.219.206.180	443	443	TRUE	SIN	Asia Pacific	Singapore	153	10.38
47.74.46.84	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	83	10.38
8.222.164.44	8443	8443	TRUE	SIN	Asia Pacific	Singapore	41	10.37
47.74.12.139	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	111	10.37
8.222.248.188	8880	8880	FALSE	SIN	Asia Pacific	Singapore	3	10.37
47.74.7.51	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	149	10.36
47.242.176.237	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	75	10.36
8.217.207.60	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	70	10.36
47.245.4.22	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	163	10.35
47.245.37.89	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	222	10.35
8.219.170.58	2083	2083	TRUE	SIN	Asia Pacific	Singapore	99	10.35
47.74.54.219	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	79	10.34
8.209.241.128	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	73	10.34
8.209.215.247	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	73	10.34
8.219.248.47	2082	2082	FALSE	SIN	Asia Pacific	Singapore	40	10.33
47.245.37.37	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	83	10.33
8.222.211.124	2053	2053	TRUE	SIN	Asia Pacific	Singapore	68	10.33
8.210.245.224	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	68	10.33
47.245.10.156	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	146	10.33
47.74.2.106	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	186	10.33
47.245.15.39	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	80	10.32
47.74.22.171	80	80	FALSE	NRT	Asia Pacific	Tokyo	93	10.32
47.74.54.33	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	86	10.32
47.74.15.120	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	114	10.32
8.219.170.232	443	443	TRUE	SIN	Asia Pacific	Singapore	114	10.32
47.243.70.197	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	62	10.31
8.219.179.34	2083	2083	TRUE	SIN	Asia Pacific	Singapore	102	10.31
8.222.193.65	2082	2082	FALSE	SIN	Asia Pacific	Singapore	6	10.31
8.219.228.193	2096	2096	TRUE	SIN	Asia Pacific	Singapore	75	10.31
8.218.3.12	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	47	10.31
8.222.182.10	8080	8080	FALSE	SIN	Asia Pacific	Singapore	11	10.3
47.245.15.207	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	74	10.3
8.222.237.131	8080	8080	FALSE	SIN	Asia Pacific	Singapore	20	10.3
8.209.240.227	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	86	10.3
47.74.6.16	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	165	10.3
47.245.52.240	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	169	10.3
8.209.255.195	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	239	10.29
47.245.52.240	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	83	10.29
8.222.255.15	2082	2082	FALSE	SIN	Asia Pacific	Singapore	28	10.29
47.245.52.165	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	75	10.28
8.222.221.90	443	443	TRUE	SIN	Asia Pacific	Singapore	77	10.28
47.245.58.250	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	246	10.27
8.219.12.152	8880	8880	FALSE	SIN	Asia Pacific	Singapore	14	10.27
8.209.248.161	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	75	10.27
8.222.253.235	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	10.27
47.245.33.56	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	121	10.26
8.209.242.25	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	85	10.26
47.245.11.216	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	207	10.26
47.245.32.215	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	165	10.25
8.219.196.117	8880	8880	FALSE	SIN	Asia Pacific	Singapore	14	10.25
8.219.228.193	8080	8080	FALSE	SIN	Asia Pacific	Singapore	22	10.25
47.245.37.94	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	188	10.25
8.219.77.91	8443	8443	TRUE	SIN	Asia Pacific	Singapore	14	10.25
47.245.8.185	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	105	10.25
8.219.3.53	8443	8443	TRUE	SIN	Asia Pacific	Singapore	174	10.23
47.245.59.133	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	78	10.22
8.219.228.157	8080	8080	FALSE	SIN	Asia Pacific	Singapore	10	10.22
8.222.202.163	8080	8080	FALSE	SIN	Asia Pacific	Singapore	4	10.21
8.222.252.150	2087	2087	TRUE	SIN	Asia Pacific	Singapore	64	10.21
8.219.240.160	443	443	TRUE	SIN	Asia Pacific	Singapore	68	10.21
8.222.193.208	2083	2083	TRUE	SIN	Asia Pacific	Singapore	55	10.21
8.222.254.91	2095	2095	FALSE	SIN	Asia Pacific	Singapore	8	10.21
47.245.12.38	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	161	10.21
47.74.34.135	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	127	10.21
8.219.173.239	2083	2083	TRUE	SIN	Asia Pacific	Singapore	26	10.2
47.242.176.237	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	120	10.2
8.222.182.10	2053	2053	TRUE	SIN	Asia Pacific	Singapore	66	10.2
8.222.145.110	80	80	FALSE	SIN	Asia Pacific	Singapore	2	10.19
8.222.147.203	8080	8080	FALSE	SIN	Asia Pacific	Singapore	7	10.19
47.245.54.98	80	80	FALSE	NRT	Asia Pacific	Tokyo	73	10.19
47.245.54.140	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	85	10.19
8.217.85.14	80	80	FALSE	HKG	Asia Pacific	Hong Kong	47	10.18
47.74.47.225	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	80	10.18
47.245.55.235	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	146	10.18
8.219.215.12	8880	8880	FALSE	SIN	Asia Pacific	Singapore	13	10.18
8.222.211.16	80	80	FALSE	SIN	Asia Pacific	Singapore	13	10.18
47.74.0.35	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	81	10.18
47.245.56.207	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	120	10.18
8.210.192.93	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	48	10.18
47.74.54.145	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	76	10.18
8.209.248.161	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	76	10.17
8.219.249.38	2052	2052	FALSE	SIN	Asia Pacific	Singapore	38	10.17
8.222.168.24	2095	2095	FALSE	SIN	Asia Pacific	Singapore	24	10.16
8.222.138.164	2086	2086	FALSE	SIN	Asia Pacific	Singapore	16	10.16
8.219.235.164	8880	8880	FALSE	SIN	Asia Pacific	Singapore	5	10.16
47.74.27.94	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	188	10.16
8.219.235.164	2083	2083	TRUE	SIN	Asia Pacific	Singapore	116	10.15
8.222.248.188	2053	2053	TRUE	SIN	Asia Pacific	Singapore	41	10.15
8.219.220.88	2053	2053	TRUE	SIN	Asia Pacific	Singapore	104	10.15
47.91.15.247	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	76	10.15
47.245.54.98	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	181	10.14
8.219.202.130	2095	2095	FALSE	SIN	Asia Pacific	Singapore	21	10.14
8.222.252.150	8080	8080	FALSE	SIN	Asia Pacific	Singapore	7	10.14
8.222.164.209	8880	8880	FALSE	SIN	Asia Pacific	Singapore	6	10.14
47.245.57.109	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	119	10.14
8.219.237.250	8080	8080	FALSE	SIN	Asia Pacific	Singapore	15	10.13
8.222.198.105	443	443	TRUE	SIN	Asia Pacific	Singapore	29	10.13
47.245.11.62	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	205	10.13
47.245.3.137	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	79	10.13
47.245.38.233	80	80	FALSE	NRT	Asia Pacific	Tokyo	73	10.13
8.219.249.38	8443	8443	TRUE	SIN	Asia Pacific	Singapore	102	10.13
8.218.243.95	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	88	10.13
47.74.12.139	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	81	10.12
47.74.50.223	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	189	10.12
47.91.2.165	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	77	10.12
8.219.248.47	2052	2052	FALSE	SIN	Asia Pacific	Singapore	23	10.12
8.222.252.150	2087	2087	TRUE	SIN	Asia Pacific	Singapore	89	10.11
47.74.50.249	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	77	10.11
47.245.52.165	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	78	10.11
8.219.42.72	2053	2053	TRUE	SIN	Asia Pacific	Singapore	119	10.11
47.74.37.50	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	75	10.11
47.245.11.108	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	75	10.11
47.76.33.40	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	67	10.11
8.222.150.197	80	80	FALSE	SIN	Asia Pacific	Singapore	33	10.11
8.219.173.195	2053	2053	TRUE	SIN	Asia Pacific	Singapore	171	10.1
8.218.65.237	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	51	10.1
47.74.5.99	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	163	10.09
47.74.43.95	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	78	10.09
8.219.228.193	2083	2083	TRUE	SIN	Asia Pacific	Singapore	74	10.08
47.245.54.98	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	163	10.08
8.222.221.86	2095	2095	FALSE	SIN	Asia Pacific	Singapore	7	10.08
47.91.10.228	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	80	10.08
8.209.246.24	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	77	10.07
8.222.144.219	2082	2082	FALSE	SIN	Asia Pacific	Singapore	23	10.07
47.74.41.87	80	80	FALSE	NRT	Asia Pacific	Tokyo	70	10.07
8.219.199.220	2053	2053	TRUE	SIN	Asia Pacific	Singapore	109	10.06
8.222.254.91	80	80	FALSE	SIN	Asia Pacific	Singapore	23	10.06
8.222.214.13	8880	8880	FALSE	SIN	Asia Pacific	Singapore	14	10.06
47.245.34.140	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	76	10.05
8.222.130.137	8443	8443	TRUE	SIN	Asia Pacific	Singapore	131	10.05
8.219.0.162	2096	2096	TRUE	SIN	Asia Pacific	Singapore	22	10.05
47.245.34.36	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	148	10.05
8.219.66.156	2096	0	TRUE	SIN	Asia Pacific	Singapore	5	10.05
8.209.240.229	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	87	10.04
47.245.55.99	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	116	10.04
8.222.224.162	80	80	FALSE	SIN	Asia Pacific	Singapore	10	10.04
47.245.42.162	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	251	10.04
8.222.197.251	80	80	FALSE	SIN	Asia Pacific	Singapore	11	10.04
8.219.213.112	8080	8080	FALSE	SIN	Asia Pacific	Singapore	6	10.04
47.245.11.36	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	81	10.04
47.245.55.94	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	75	10.04
8.222.211.16	2083	2083	TRUE	SIN	Asia Pacific	Singapore	75	10.03
47.74.50.249	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	74	10.03
8.218.65.237	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	98	10.03
47.245.30.144	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	239	10.03
47.245.2.231	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	127	10.03
47.74.12.139	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	122	10.02
8.210.245.224	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	68	10.02
8.219.197.111	2086	2086	FALSE	SIN	Asia Pacific	Singapore	12	10.02
8.222.210.182	2095	2095	FALSE	SIN	Asia Pacific	Singapore	4	10.02
8.222.167.147	2083	2083	TRUE	SIN	Asia Pacific	Singapore	96	10.02
47.245.62.84	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	84	10.01
8.213.193.170	80	8443	FALSE	SIN	Asia Pacific	Singapore	25	10.01
8.219.170.223	443	443	TRUE	SIN	Asia Pacific	Singapore	73	10.01
47.245.52.153	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	133	10.01
8.219.222.98	2083	2083	TRUE	SIN	Asia Pacific	Singapore	90	10
47.245.8.185	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	224	10
47.236.130.95	8880	8880	FALSE	SIN	Asia Pacific	Singapore	30	10
8.219.213.84	2087	2087	TRUE	SIN	Asia Pacific	Singapore	75	10
8.218.11.90	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	47	10
8.222.137.178	2095	2095	FALSE	SIN	Asia Pacific	Singapore	20	10
47.245.52.240	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	75	10
47.74.0.35	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	73	9.99
47.74.4.47	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	73	9.99
47.74.40.13	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	74	9.99
8.222.197.251	2096	2096	TRUE	SIN	Asia Pacific	Singapore	67	9.98
47.74.11.9	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	162	9.98
8.218.126.53	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	55	9.98
47.245.53.101	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	78	9.98
47.74.15.120	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	143	9.97
47.245.89.102	2087	2087	TRUE	SIN	Asia Pacific	Singapore	17	9.97
47.74.11.219	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	81	9.97
47.245.15.236	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	136	9.97
8.219.175.127	8080	8080	FALSE	SIN	Asia Pacific	Singapore	13	9.96
8.219.142.191	2087	0	TRUE	SIN	Asia Pacific	Singapore	5	9.96
8.222.221.197	2086	2086	FALSE	SIN	Asia Pacific	Singapore	7	9.96
8.222.222.64	2083	2083	TRUE	SIN	Asia Pacific	Singapore	56	9.96
47.245.37.94	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	77	9.95
47.245.8.185	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	136	9.95
8.219.204.120	2086	2086	FALSE	SIN	Asia Pacific	Singapore	33	9.95
8.222.197.251	8880	8880	FALSE	SIN	Asia Pacific	Singapore	3	9.95
47.74.22.171	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	80	9.95
47.74.13.66	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	142	9.94
47.74.6.16	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	75	9.94
8.219.196.24	2052	2052	FALSE	SIN	Asia Pacific	Singapore	11	9.94
47.74.54.219	80	80	FALSE	NRT	Asia Pacific	Tokyo	70	9.94
47.245.9.99	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	177	9.94
47.243.86.79	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	68	9.94
8.222.159.252	2096	2096	TRUE	SIN	Asia Pacific	Singapore	63	9.94
47.245.39.28	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	89	9.94
8.222.164.44	2053	2053	TRUE	SIN	Asia Pacific	Singapore	77	9.94
8.222.137.178	2087	2087	TRUE	SIN	Asia Pacific	Singapore	93	9.93
8.218.143.10	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	102	9.93
47.245.58.175	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	78	9.93
47.245.8.185	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	78	9.92
47.245.56.29	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	78	9.92
8.222.229.102	8443	8443	TRUE	SIN	Asia Pacific	Singapore	68	9.92
8.222.198.105	2087	2087	TRUE	SIN	Asia Pacific	Singapore	71	9.92
8.219.122.96	2083	2083	TRUE	SIN	Asia Pacific	Singapore	36	9.92
8.218.146.204	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	54	9.92
8.222.129.32	2095	2095	FALSE	SIN	Asia Pacific	Singapore	54	9.91
47.245.10.156	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	179	9.91
8.219.209.14	2083	2083	TRUE	SIN	Asia Pacific	Singapore	92	9.9
47.74.50.249	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	73	9.9
8.222.252.150	443	443	TRUE	SIN	Asia Pacific	Singapore	38	9.9
47.245.113.12	8443	8443	TRUE	SIN	Asia Pacific	Singapore	6	9.9
47.74.8.238	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	80	9.9
47.245.54.98	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	135	9.89
8.222.224.163	2052	2052	FALSE	SIN	Asia Pacific	Singapore	59	9.89
47.245.29.64	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	81	9.89
8.217.159.210	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	33	9.89
8.219.201.8	8080	8080	FALSE	SIN	Asia Pacific	Singapore	18	9.88
8.222.224.17	2086	2086	FALSE	SIN	Asia Pacific	Singapore	30	9.88
8.222.226.15	80	80	FALSE	SIN	Asia Pacific	Singapore	17	9.88
47.245.52.165	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	228	9.87
47.74.36.8	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	91	9.87
8.222.224.163	2095	2095	FALSE	SIN	Asia Pacific	Singapore	10	9.87
47.245.37.98	80	80	FALSE	NRT	Asia Pacific	Tokyo	83	9.87
47.74.13.239	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	76	9.87
8.219.237.250	2087	2087	TRUE	SIN	Asia Pacific	Singapore	89	9.87
8.219.230.254	2052	2052	FALSE	SIN	Asia Pacific	Singapore	9	9.87
47.245.9.99	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	144	9.86
47.245.30.208	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	107	9.86
8.219.175.127	2053	2053	TRUE	SIN	Asia Pacific	Singapore	95	9.86
47.236.121.7	2052	2052	FALSE	SIN	Asia Pacific	Singapore	32	9.86
8.222.221.109	2052	2052	FALSE	SIN	Asia Pacific	Singapore	5	9.85
8.222.229.22	2096	2096	TRUE	SIN	Asia Pacific	Singapore	89	9.85
8.209.242.25	80	80	FALSE	NRT	Asia Pacific	Tokyo	89	9.85
8.222.154.227	8880	8880	FALSE	SIN	Asia Pacific	Singapore	4	9.85
8.222.164.44	80	80	FALSE	SIN	Asia Pacific	Singapore	4	9.85
47.74.42.17	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	84	9.85
8.218.127.249	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	57	9.85
8.217.85.14	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	40	9.84
8.219.210.226	2083	2083	TRUE	SIN	Asia Pacific	Singapore	144	9.84
8.209.246.24	80	80	FALSE	NRT	Asia Pacific	Tokyo	73	9.84
47.245.33.163	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	122	9.84
8.219.201.174	2052	2052	FALSE	SIN	Asia Pacific	Singapore	56	9.83
8.219.198.34	8080	8080	FALSE	SIN	Asia Pacific	Singapore	35	9.83
8.219.213.112	443	443	TRUE	SIN	Asia Pacific	Singapore	64	9.83
8.222.180.242	2095	2095	FALSE	SIN	Asia Pacific	Singapore	4	9.82
8.222.224.163	80	80	FALSE	SIN	Asia Pacific	Singapore	17	9.82
8.219.233.6	8880	8880	FALSE	SIN	Asia Pacific	Singapore	12	9.82
8.219.210.226	8880	8880	FALSE	SIN	Asia Pacific	Singapore	4	9.82
47.251.74.226	443	443	TRUE	LAX	North America	Los Angeles	178	9.81
47.74.34.162	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	71	9.81
8.209.240.227	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	82	9.81
47.74.54.145	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	73	9.8
47.74.34.51	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	72	9.8
8.219.202.130	8880	8880	FALSE	SIN	Asia Pacific	Singapore	16	9.8
47.245.52.153	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	105	9.8
47.245.57.109	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	77	9.79
47.74.52.188	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	85	9.79
47.74.43.24	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	108	9.79
8.222.222.64	2087	2087	TRUE	SIN	Asia Pacific	Singapore	46	9.79
47.74.15.117	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	72	9.78
47.74.11.9	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	78	9.78
8.222.213.221	8443	8443	TRUE	SIN	Asia Pacific	Singapore	67	9.78
8.219.241.189	2095	2095	FALSE	SIN	Asia Pacific	Singapore	20	9.77
47.74.16.67	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	73	9.77
47.74.34.135	80	80	FALSE	NRT	Asia Pacific	Tokyo	73	9.77
47.236.144.156	2082	2082	FALSE	SIN	Asia Pacific	Singapore	15	9.75
8.218.181.189	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	102	9.75
47.245.55.94	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	203	9.75
47.74.36.8	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	118	9.75
47.74.27.94	80	80	FALSE	NRT	Asia Pacific	Tokyo	75	9.75
8.222.221.90	2053	2053	TRUE	SIN	Asia Pacific	Singapore	39	9.75
8.222.236.229	2087	2087	TRUE	SIN	Asia Pacific	Singapore	48	9.74
47.245.30.144	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	90	9.74
8.219.195.47	2082	2082	FALSE	SIN	Asia Pacific	Singapore	7	9.74
8.222.202.163	2083	2083	TRUE	SIN	Asia Pacific	Singapore	90	9.74
8.219.200.145	443	443	TRUE	SIN	Asia Pacific	Singapore	80	9.73
8.222.227.191	8443	8443	TRUE	SIN	Asia Pacific	Singapore	81	9.72
8.218.105.223	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	45	9.72
8.218.85.128	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	49	9.71
8.217.49.34	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	99	9.71
47.245.37.98	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	152	9.71
8.222.222.64	80	80	FALSE	SIN	Asia Pacific	Singapore	13	9.71
8.222.209.223	80	80	FALSE	SIN	Asia Pacific	Singapore	6	9.7
8.219.228.193	2052	2052	FALSE	SIN	Asia Pacific	Singapore	39	9.7
47.245.37.41	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	175	9.7
8.217.149.28	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	63	9.7
8.222.193.65	2052	2052	FALSE	SIN	Asia Pacific	Singapore	3	9.69
47.245.28.255	80	80	FALSE	NRT	Asia Pacific	Tokyo	93	9.69
47.245.10.164	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	145	9.69
8.218.65.237	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	49	9.69
47.245.10.164	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	76	9.69
8.222.249.190	2086	2086	FALSE	SIN	Asia Pacific	Singapore	5	9.68
8.218.8.142	443	443	TRUE	HKG	Asia Pacific	Hong Kong	93	9.68
47.245.37.29	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	219	9.68
8.222.226.92	443	443	TRUE	SIN	Asia Pacific	Singapore	80	9.68
47.74.14.85	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	114	9.68
47.245.10.123	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	243	9.68
8.209.255.195	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	191	9.67
8.219.235.164	80	80	FALSE	SIN	Asia Pacific	Singapore	40	9.67
8.219.242.208	2052	2052	FALSE	SIN	Asia Pacific	Singapore	18	9.67
8.219.172.128	2087	2087	TRUE	SIN	Asia Pacific	Singapore	149	9.66
8.219.253.18	2083	2083	TRUE	SIN	Asia Pacific	Singapore	69	9.66
8.217.207.60	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	56	9.66
8.219.201.8	8443	8443	TRUE	SIN	Asia Pacific	Singapore	95	9.66
8.222.236.229	2052	2052	FALSE	SIN	Asia Pacific	Singapore	8	9.66
47.245.41.84	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	101	9.66
8.219.213.84	8080	8080	FALSE	SIN	Asia Pacific	Singapore	41	9.65
47.74.52.188	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	73	9.65
47.245.37.98	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	100	9.65
8.217.164.10	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	68	9.65
47.245.14.216	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	74	9.65
8.222.131.102	2086	2086	FALSE	SIN	Asia Pacific	Singapore	5	9.65
8.222.137.178	8080	8080	FALSE	SIN	Asia Pacific	Singapore	38	9.64
47.245.3.137	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	79	9.64
47.76.37.57	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	64	9.64
8.219.201.245	2087	2087	TRUE	SIN	Asia Pacific	Singapore	157	9.63
47.91.25.66	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	82	9.63
47.245.40.161	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	79	9.63
47.74.0.183	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	143	9.63
8.222.249.190	2095	2095	FALSE	SIN	Asia Pacific	Singapore	7	9.62
47.74.0.35	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	88	9.62
47.91.31.235	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	82	9.61
8.222.221.109	443	443	TRUE	SIN	Asia Pacific	Singapore	63	9.61
